Block,Lot,QualCode,Tax
158,17,           ,3004.09
158,17,B01        ,4546.07
158,18,B01        ,2967.49
158,8,           ,13402.86
158,10,           ,6008.18
158,13,           ,11785.27
158,16,           ,4397.19
158,18,           ,155.53
159,11,T01        ,7321
159,10.03,           ,119744.33
159,11,           ,181421.99
161,1.03,           ,62267.18
161,1.02,           ,21003.32
161,1.01,           ,268776.9
161,1.04,           ,63060.54
163,27,           ,21224.29
164,4,           ,49147.32
164,8,           ,136379.07
164,13,           ,36755.53
164,13,B01        ,437.24
164,25,           ,19341.72
164,28,           ,15383.13
164,39,           ,62880.29
164,90,           ,8318.9
164,14,           ,15790.87
164,17,           ,10415.11
164,23,           ,12409
164,29,           ,15473.13
164,1,           ,89287.49
164,15,           ,19080.92
164,30,           ,28703.91
164,35,           ,34494.8
164,84,           ,65182.85
164,16,           ,12636.99
164,18,           ,28536.13
164,27,           ,10463.08
164,31,           ,92172.62
164,78,           ,178538.65
164,88,           ,20121.15
165,1.04,           ,468716.15
165,11,           ,115654.84
165,1.03,           ,508066.35
165,109,           ,41080.1
166,1.02,           ,18816.83
166,1.03,           ,82110.68
166,1.01,           ,96371.85
167,10.02,           ,13230.39
167,10.01,           ,108064.7
168,1.02,           ,9794.66
168,1.01,           ,7088.86
169,39,C2         ,284233.1
169.01,75,           ,27370.23
169,39,C4         ,159751.55
169,39,C6         ,154677.88
169.01,71,           ,42767.02
169.01,70,           ,36682.42
169,39,C5         ,150063.59
169.01,60,           ,2332.85
170,13,           ,3788124.08
170,15,           ,72626.34
170,1,           ,41941.72
170,20,           ,43664.94
171,11,           ,20311.55
172,1,           ,4279.38
172,3,           ,5712.58
173,1,           ,11463.58
173,3,           ,19167.28
173,15,           ,29464.47
173,21,           ,19282.73
173,35,           ,8047.1
173,36,           ,15995.88
173,40,           ,6837.71
173,19,           ,19232.11
173,33,           ,1907.23
173,41,           ,11422.34
173,44,           ,14401.12
173,5,           ,26342.56
173,7.01,           ,17830.75
173,11,           ,6574.81
173,43,           ,12275.35
173,7.02,           ,692.23
173,9,           ,18243.31
173,17,           ,11293.86
173,23,           ,24110.6
173,29,           ,2717.97
173,42,           ,17876.73
173,45,           ,19282.88
173,60,           ,10752.26
174,9,           ,12849.95
174,17,           ,15774.29
174,19,           ,7076.48
174,23,           ,2549.29
174,26,           ,2340.59
174,38,           ,17849.48
174,42,           ,5443.92
174,48,           ,13417.06
174,50,           ,11519.8
174,53,           ,5357.02
174,56,           ,1513.8
174,2,           ,3550.42
174,13,           ,13264.22
174,15,           ,9027.01
174,28,           ,10634.6
174,34,           ,6375.57
174,39,           ,4884.08
174,51,           ,12988.43
174,54,           ,1945.32
174,57,           ,1928.25
174,5,           ,7101.29
174,32,           ,13148.62
174,37,           ,14094.89
174,46,           ,43029.6
174,49,           ,27213.14
174,52,           ,9968.1
174,1,           ,4363.55
174,7,           ,14015.15
174,11,           ,5826.78
174,21,           ,22644.2
174,30,           ,13227.67
174,36,           ,7032
174,40,           ,19580.67
174,43,           ,11634.95
174,55,           ,1931.92
175,27,           ,10482.68
175,29,           ,1832
175,37,           ,5638.35
175,43.02,           ,24652.95
175,49,           ,5244.82
175,1,           ,62283.59
175,33,           ,5817.48
175,39,           ,19899.65
175,48,           ,12892.08
175,31,           ,9700.59
175,36,           ,6601.26
175,40,           ,16085.2
175,46,           ,16919.19
175,30,           ,1832
175,35,           ,5897.99
175,41,           ,25315.03
175,43.01,           ,106668.2
175,80,           ,15320.97
176,1,           ,38812.54
176,6,           ,14875.5
176,22,           ,9403.24
176,35,           ,16386.7
176,36,           ,5472.2
176,10,           ,45421.31
176,28,           ,16251.32
176,33,           ,17444.17
176,34,           ,21597.55
176,80,           ,41228.06
176,31,           ,17012.22
176,32,           ,18939.39
176,52,           ,24089.57
176,29,           ,6828.07
176,50,           ,10054.49
176,56,           ,3664.93
177,14,           ,18761.56
177,17,           ,13204.8
177,33,           ,34662.57
177,38,           ,96042.64
177,60,           ,10652.58
177,7,           ,30839.78
177,16,           ,6984.78
177,20,           ,60971.54
177,11,           ,4871.34
177,35,           ,79521.99
177,62,           ,18480.85
177,8,           ,14712.92
178,4,           ,16505.99
178,19,           ,13620.75
178,23,           ,6238.95
178,29,           ,10466.5
178,33,           ,20999.46
178,44,T01        ,9704.82
178,48,           ,83067.49
178,3,           ,12021.04
178,8,           ,11872.65
178,10,           ,42634.65
178,15,           ,98540.74
178,22,           ,7227.4
178,25,           ,17353.22
178,28,           ,22138.69
178,30,           ,23092.76
178,44,           ,28383.39
178,1,           ,7386.07
178,6,           ,10038.93
178,21,           ,3960.19
178,24,           ,17539.92
178,40,           ,20866.1
178,18,           ,9656.51
178,37,           ,28480.77
178,38,           ,18203.67
178,42,           ,21990.84
178,46,           ,10574.01
179,17,           ,14569.39
179,10,           ,24630.23
179,13,B01        ,4546.07
179,22,           ,11725.95
179,28,           ,25967.22
179,30,           ,26812.32
179,30,B01        ,502.36
179,47,           ,2655.83
179,42,           ,42679.88
179,45,           ,3939.08
179,13,           ,34199.62
179,26,           ,14749.75
182,31,           ,5183.47
182,1,           ,53239.18
182,21,           ,3888.83
182,24,           ,12377.24
182,18,           ,19056.1
182,60,           ,32785.8
182,19,           ,6077.17
183,4,           ,6569.87
183,45,           ,11586.26
183,3,           ,6206.87
183,20,           ,19647.07
183,60,           ,31296.51
183,1,           ,7476.07
183,46,           ,5608.72
184,52,           ,5936.28
184,58,           ,32618.73
184,3,           ,7529.78
184,28,           ,34031.94
184,44,           ,7966.47
184,51,           ,6298.13
184,54,           ,24766.19
184,57,           ,13390.85
184,80,           ,21586.74
184,5,           ,1166.61
184,56,           ,9613.94
184,42,           ,6791.19
184,50,           ,5256.76
184,53,           ,25751.63
185,18,           ,5969.43
185,20,           ,8636.29
185,27,           ,9512.89
185,31,           ,4409.62
185,32,           ,4127.43
185,37,           ,25387
185,49,           ,6273.32
185,66,           ,15929.02
185,78,           ,6503.14
185,83,           ,13824.26
185,88,           ,4807.95
185,115,           ,161167.56
185,120,           ,2867.84
185.01,1.02,C2A        ,3775.55
185.01,2.01,C9A        ,3902.36
185.01,2.02,C10A       ,3668.61
185.01,2.03,C11A       ,3862.52
185.02,1.01,C1B        ,9721.93
185.02,1.02,C2B        ,4767.43
185.02,2.05,C11B       ,3997.33
185.03,2.02,C4C        ,3997.33
185.04,1.02,C1B        ,4774.96
185.04,2.01,C2A        ,4076.87
185.04,2.02,C2B        ,3729.37
185,11.05,           ,10202.29
185,17,           ,8996
185,19,           ,32284.84
185,23,           ,7166.41
185,26,           ,8977.93
185,29,           ,13377.19
185,33,           ,11987.75
185,50,           ,14952.15
185,53,           ,6791.19
185,87,           ,5821.37
185,94,           ,15409.13
185,118,           ,2422.3
185,121,           ,3364.59
185,122,           ,3621.97
185.01,1.01,C1A        ,3902.36
185.01,1.07,C7A        ,3668.61
185.01,2.04,C12A       ,4360.76
185.01,2.07,C15A       ,3957.24
185.02,1.03,C3B        ,3101.67
185.02,1.06,C6B        ,3586.46
185.02,2.03,C9B        ,4005.9
185.03,2.01,C3C        ,3997.33
185.04,1.01,C1A        ,3847.27
185.04,4.01,C4A        ,4076.87
185.04,4.02,C4B        ,3834.87
185,6,           ,7259.44
185,7,           ,5237.59
185,21,           ,6698.16
185,24,           ,5543.85
185,35,           ,4986.87
185,36,           ,9159.32
185,40,           ,6564.22
185,43,           ,9207.7
185,52,           ,8437.82
185,68,           ,23089.44
185,74,           ,10316.99
185,76,           ,4376.11
185,81,           ,8921.58
185,119,           ,2459.09
185.01,1.03,C3A        ,3958.5
185.01,1.08,C8A        ,5927.57
185.01,2.08,C16A       ,3997.33
185.02,1.05,C5B        ,3997.17
185.02,2.02,C8B        ,3867.35
185.02,2.04,C10B       ,3997.33
185.03,1.02,C2C        ,5411.14
185,8,           ,5201.18
185,11.04,           ,10177.48
185,22,           ,4893.38
185,25,           ,7191.22
185,47,           ,3254.43
185,54,           ,10980.64
185,72,           ,18884.53
185,80,           ,4077.09
185,97,           ,29655.1
185,117,           ,2472.27
185,123,           ,2738.85
185.01,1.04,C4A        ,3741.66
185.01,1.05,C5A        ,3581.39
185.01,1.06,C6A        ,3757.59
185.01,2.05,C13A       ,3551.96
185.02,1.04,C4B        ,3997.33
185.02,2.01,C7B        ,3996.28
185.02,2.06,C12B       ,4091.09
185.03,1.01,C1C        ,3997.17
185.04,3.01,C3A        ,5674.73
186,2,           ,33843.96
186,8,           ,1737.92
186,15,           ,6547.39
186,25,           ,19717.78
186,51,           ,8940.18
186,57,           ,15030.55
186,4,           ,25158.83
186,14,           ,8552.56
186,17,           ,6850.11
186,19,           ,7919.95
186,50,           ,5870.62
186,56,           ,24854.52
186,60,           ,9209.97
186,61,           ,5758.56
186,1,           ,34173.08
186,6,           ,18874.05
186,21,           ,9244.08
186,58,           ,6626.84
186,62,           ,10192.99
186,5,           ,13902.64
186,7,           ,9830.65
186,16,           ,7705.99
186,18,           ,8266.15
186,20,           ,6496.6
186,27,           ,8119.79
186,52,           ,7451.7
186,59,           ,9675.12
187,5,           ,24587.98
187,7,           ,22041.02
187,16,           ,10081.35
187,18,           ,8692.1
187,20,           ,6251.62
187,31,           ,15203.7
187,43,           ,7662.57
187,46,           ,6559.51
187,55,           ,16427.66
187,9,           ,17097.06
187,17,           ,9622.4
187,27,           ,9271.99
187,29,           ,5234.93
187,37,           ,6967.95
187,38,           ,14031.76
187,42,           ,7609.85
187,45,           ,5781.5
187,56,           ,6051.23
187,1,           ,33936.38
187,3,           ,9920.62
187,6,           ,12490.83
187,8,           ,15220.93
187,21,           ,7110.59
187,22,           ,7085.79
187,24,           ,6688.86
187,30,           ,13625.76
187,35,           ,8545.98
187,36,           ,9004.64
187,40,           ,6635.63
187,44,           ,6747.78
187,47,           ,11765.19
187,58,           ,8052.27
187,4,           ,22120.26
187,19,           ,6252.8
187,23,           ,7042.37
187,25,           ,9026.81
187,26,           ,7166.41
187,28,           ,6571.02
187,33,           ,8354.09
187,34,           ,7076.48
187,39,           ,5895
187,41,           ,5746.15
187,48,           ,6695.06
187,57,           ,8747.26
188,4,           ,18532.59
188,13,           ,5374.03
188,14,           ,7159.57
188,25,           ,4596.86
188,26,           ,8085.41
188,33,           ,12702.36
188,34,           ,6484.19
188,39,           ,13995.03
188,41,           ,5668.63
188,45,           ,17391.36
188,48,           ,7578.84
188,5,           ,103169.83
188,27,           ,25460.19
188,29,           ,7851.73
188,32,           ,7538.53
188,37,           ,5916.71
188,38,           ,11540.65
188,42,           ,6958.64
188,49,           ,8093.63
188,3,           ,9908.29
188,8,           ,18587.18
188,10,           ,20859.11
188,30,           ,7293.55
188,35,           ,6998.96
188,44,           ,6329.14
188,47,           ,6778.79
188,1,           ,27327.8
188,11,           ,14782.69
188,16,           ,37533.22
188,24,           ,5467.06
188,31,           ,8329.29
188,36,           ,7288.23
188,40,           ,6515.2
188,43,           ,5085.64
188,46,           ,7333.87
189,1,           ,29475.01
189,8,           ,26358.5
190,4,           ,4381.12
190,9,           ,2183.49
190,12,           ,109101.07
190,42,           ,2362.95
190,48,           ,18593.6
190,50,           ,7073.38
190,46,           ,15672.45
190,8,           ,2183.49
190,10,           ,2084.11
190,44,           ,5591.1
190,1,           ,79694.96
190,3,           ,5578.7
190,6,           ,4161.06
190,11,           ,2084.11
191,11,           ,5817.02
191,16,           ,7105.57
191,18.01,           ,7278.05
191,21,           ,5491.32
191,24,           ,7975.47
191,35,           ,6236.11
191,36,           ,5544.59
191,40,           ,7088.89
191,43,           ,7821.86
191,12,           ,4775.84
191,31,           ,9126.24
191,37,           ,3699.9
191,10,           ,5564.38
191,13,           ,6620.64
191,28,           ,22730.33
191,30,           ,8233.16
191,39,           ,7557.14
191,41,           ,8059.5
191,14,           ,6431.47
191,17,           ,8199.04
191,23,           ,10091.61
191,26,           ,9606.84
191,33,           ,6843.91
191,38,           ,5276.39
191,45,           ,8016.31
192,2,           ,5788.14
192,4,           ,6158.59
192,13,           ,6050.05
192,23,           ,13278.48
192,25,           ,5026.72
192,26,           ,15830.61
192,33,           ,16373.28
192,34,           ,26392.61
192,45,           ,12137.31
192,48,           ,1884.19
192,17,           ,6205.1
192,18,           ,8115.32
192,20,           ,5569.4
192,32,           ,10766.67
192,37,           ,7820.72
192,49,           ,9712.33
192,56,           ,8355.66
192,3,           ,7166.41
192,10,           ,5407.38
192,15,           ,9197.57
192,22,           ,2108.22
192,28,           ,10798.86
192,30,           ,5771.04
192,51,           ,7954.07
192,54,           ,15121.25
192,1,           ,21584.26
192,11,           ,13176.15
192,24,           ,6409.77
192,31,           ,6926.47
192,36,           ,9839.47
192,40,           ,24156.79
192,52,           ,15325.39
193,5,           ,6353.95
193,7,           ,3438.77
193,11,           ,10938.33
193,16,           ,6501.87
193,20,           ,8411.47
193.01,1.04,C1D        ,2376.12
193.01,1.08,C1H        ,4620.49
193.01,1.1,C1J        ,1860.6
193.01,2.01,C2A        ,1997.18
193,9,           ,9097.55
193,12,           ,3485.52
193,18,           ,6974.15
193.01,1.01,C1A        ,2340.59
193.01,1.05,C1E        ,1860.6
193.01,1.09,C1I        ,2031.75
193,1,           ,7814.52
193,3,           ,4574.15
193,6,           ,3640.62
193,8,           ,1641.31
193,21,           ,7544.73
193,22,           ,7392.78
193.01,1.02,C1B        ,1114.62
193.01,1.06,C1F        ,2069.18
193.01,2.03,C2C        ,1741.17
193.01,2.04,C2D        ,1860.6
193.01,2.07,C2G        ,1860.6
193.01,2.08,C2H        ,2851.71
193.01,2.02,C2B        ,2759.49
193.01,2.05,C2E        ,1860.6
193.01,2.06,C2F        ,1860.6
193.01,2.09,C2I        ,3101.27
193.01,3.04,C3D        ,2459.56
193.01,3.06,C3F        ,1865.42
193.01,3.08,C3H        ,1860.6
193,2,           ,5789.28
193,4,           ,3961.45
193,13,           ,9535.58
193,14,           ,6397.36
193,19,           ,3664.93
193,23,           ,25617.67
193.01,1.03,C1C        ,1860.6
193.01,3.05,C3E        ,1860.6
193.01,3.07,C3G        ,1587.9
193.01,3.09,C3I        ,1566.96
194,14,           ,12884.05
194,23,           ,4980.21
194,1,           ,10366.82
194,22,           ,15797.31
194,24,           ,9808.61
194,36,           ,12196.27
194,40,           ,9898.32
194,42,           ,12759.17
194,10,           ,23629.31
194,26,           ,12669.35
194,41,           ,7658.83
194,16,           ,20578.89
194,18,           ,4091.25
194,20,           ,7746.3
195,1.02,C2A        ,4310.39
195,1.05,C5A        ,5736.85
195,1.06,C6A        ,5619.01
195,2.04,C13A       ,5646.92
195,2.07,C16A       ,4642.2
195,2.08,C17A       ,4595.68
195,31.02,           ,5143.07
195.01,6,C6         ,5489.45
195.01,7,C7         ,14385.54
195,1.04,C4A        ,5628.32
195,1.07,C7A        ,4639.1
195,1.09,C9A        ,5398.84
195,2.03,C12A       ,5067.03
195,2.06,C15A       ,5653.12
